mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,label,filepath
-602.0603,47.96967,-13.0653925,2.1718895,-7.817697,0.48832533,2.725401,-3.49143,1.4495445,2.2839735,1.7626432,3.868199,-7.6884995,216.65115,74.64539,29.679325,7.7939243,17.593203,7.8933554,10.1629505,9.362708,6.202461,8.206334,7.611353,7.629943,13.060922,stop,C:\Projects\Audio_ML project\data\raw\stop\f19c1390_nohash_4.wav
-490.7893,118.03142,5.213768,18.21934,-14.519273,16.03928,-3.1262817,5.8481126,-6.743949,3.5691218,-8.94193,-3.6865294,-0.46751514,125.482,41.446075,19.586418,11.128603,29.676003,13.384198,12.782559,8.705972,6.485638,6.070694,6.6868935,10.371978,10.426256,go,C:\Projects\Audio_ML project\data\raw\go\3852fca2_nohash_0.wav
-490.93903,69.1913,-25.65103,-6.6417503,-15.658794,-11.908046,-5.4159527,-11.045894,0.037519515,-1.2165369,-5.3996253,-13.324945,-4.8056564,207.36661,75.16942,35.231106,14.498435,19.5448,15.808368,11.22531,13.753298,11.445575,8.560616,11.429542,12.7530155,7.5062065,go,C:\Projects\Audio_ML project\data\raw\go\11321027_nohash_0.wav
-509.26382,86.75626,4.31995,-8.768605,-6.7467637,-0.80915433,-9.1204605,5.361323,13.940324,11.84973,-1.5471662,-4.617178,-8.111391,106.40294,68.10201,52.205177,29.37701,25.188015,21.505177,12.09057,16.354675,19.941788,19.824333,24.674576,18.085476,13.424287,stop,C:\Projects\Audio_ML project\data\raw\stop\b9f46737_nohash_4.wav
-608.93884,27.58527,22.853508,18.435753,-7.9866314,9.471004,-11.287318,-1.7214922,-0.7331761,-9.298777,-3.7225327,-1.1631186,0.18665138,135.4836,64.65532,32.945858,31.39009,19.644283,26.600807,18.366693,6.189473,4.712841,14.712146,7.1164393,6.8940034,9.238796,yes,C:\Projects\Audio_ML project\data\raw\yes\c1d39ce8_nohash_5.wav
-706.8894,40.383675,-2.6372223,-1.2675931,-11.634189,-6.2674794,3.2295368,-3.5634403,-0.76300865,-4.700767,0.4904446,4.20537,-3.4587314,146.57225,76.668205,10.153542,7.0892167,23.00558,12.701549,7.6465025,8.575983,3.2840955,9.226018,4.4102535,8.695691,8.333317,up,C:\Projects\Audio_ML project\data\raw\up\735845ab_nohash_3.wav
-789.53546,38.13348,-13.029492,-7.265143,-14.162057,7.159886,-4.129789,-3.1686237,-3.6683817,-0.7602506,-6.321489,-6.1758876,-5.6739397,171.96242,64.96167,22.513117,14.223692,23.687181,16.63528,8.501313,6.855613,7.8332458,4.249796,10.924551,10.660929,10.801814,up,C:\Projects\Audio_ML project\data\raw\up\9f63152b_nohash_0.wav
-515.8382,102.829285,-28.248903,9.720605,-0.17036317,2.4003592,-7.545882,-1.1097194,-3.9824598,-7.8510413,-6.0131826,-9.3698845,-4.082595,109.82811,28.166197,37.38047,19.358227,25.292343,9.531277,20.614508,10.7134495,14.885831,12.354186,9.513478,15.916501,11.034263,no,C:\Projects\Audio_ML project\data\raw\no\88120683_nohash_0.wav
-730.7829,34.711685,-5.6272283,-7.903811,-7.138646,-9.123425,-6.843426,-2.2256384,-6.2513757,-6.3075223,-4.489899,-0.92375207,-5.7344337,163.17249,62.96775,41.02513,21.874573,19.917915,16.899727,13.487209,10.898763,12.412108,12.867133,9.317941,4.7524204,10.194641,yes,C:\Projects\Audio_ML project\data\raw\yes\dc2222d7_nohash_1.wav
-658.1555,48.203552,-3.5425453,-4.9274864,-16.388098,0.8099279,-1.0052912,2.4565642,-5.4024243,3.7552938,1.6043775,-1.6700301,-1.614385,188.53639,76.99142,18.204636,9.17712,27.748816,3.687753,6.1529946,5.286124,11.702434,6.547003,4.348977,6.147746,4.5484076,up,C:\Projects\Audio_ML project\data\raw\up\c120e80e_nohash_6.wav
-681.1781,66.795715,15.235164,6.5883055,4.2245426,1.5866014,-0.84042263,-1.8491309,-4.9145584,-0.42329794,-2.4145343,4.7650766,-0.64336395,151.15784,85.427284,22.3394,14.821956,11.470733,15.223685,7.9950323,9.974205,10.294222,12.193576,8.363591,8.9430895,3.7509923,no,C:\Projects\Audio_ML project\data\raw\no\b9f46737_nohash_4.wav
-589.63007,83.76612,37.706318,4.900503,22.89441,28.815752,-12.850325,18.870428,3.8642838,10.050895,5.081293,7.7940936,-0.5063975,143.06432,45.227448,22.763376,15.0823765,22.886808,15.901265,23.443365,11.693524,8.780671,11.885556,8.497452,7.0727196,8.137303,go,C:\Projects\Audio_ML project\data\raw\go\43fc47a7_nohash_0.wav
-577.12714,-19.096449,-0.71691096,1.6645246,-21.37998,-2.2533424,-19.218649,-10.331919,-4.9768243,0.8651559,-10.408823,3.7319584,-7.3697658,209.31407,83.1341,40.045727,38.94351,20.828245,15.239851,18.993109,16.622477,8.976958,11.52404,13.240763,8.775853,11.094613,yes,C:\Projects\Audio_ML project\data\raw\yes\eb3f7d82_nohash_1.wav
-586.2505,117.86543,17.327436,-1.18499,-12.000099,-3.7772703,4.461605,-3.928257,-3.142935,2.0142224,3.8195329,2.8786206,-7.027015,161.3688,112.11717,30.01839,15.070556,20.588858,9.326367,8.820814,8.638539,7.193174,15.644447,12.514557,7.884943,10.782403,no,C:\Projects\Audio_ML project\data\raw\no\d0faf7e4_nohash_4.wav
-809.63043,45.29907,-19.801908,-4.3871627,-9.770066,0.9325065,-9.224869,-0.80630773,-5.7581105,-0.013640147,-6.16196,-10.262194,4.0777445,184.03816,67.33734,36.536613,9.421144,16.12662,9.087158,14.61925,9.121431,10.058274,4.906908,9.643751,16.932652,8.445685,up,C:\Projects\Audio_ML project\data\raw\up\1b4c9b89_nohash_0.wav
-557.8867,91.08473,23.685202,5.071572,-9.838132,-3.693202,5.9167547,-1.5413952,-1.2587817,-5.3471923,-6.6258826,-3.05889,-9.115087,152.702,101.189125,33.48357,18.882801,23.817614,9.954456,13.27832,10.62148,5.3963614,8.817617,11.842397,8.372846,12.843069,go,C:\Projects\Audio_ML project\data\raw\go\229978fd_nohash_1.wav
-627.4749,59.915077,7.1281877,-3.8929226,-6.7337937,-0.77811056,2.870182,-2.2688587,-2.961686,1.4533015,1.6720455,3.0083401,0.33353403,131.63203,96.65671,17.830881,8.259774,13.224126,8.305448,8.416251,8.8915825,7.147313,6.9958606,5.3951464,7.073068,6.178721,stop,C:\Projects\Audio_ML project\data\raw\stop\d0faf7e4_nohash_4.wav
-813.76465,65.58478,10.736747,13.56685,-14.192038,-6.0450306,6.243254,-4.215958,-9.620345,-6.682158,-10.402447,2.1847441,-6.6818867,167.66803,89.46319,24.333202,18.994629,21.390257,12.502958,14.310469,8.5288,14.727482,10.795882,15.680725,12.854234,9.997028,go,C:\Projects\Audio_ML project\data\raw\go\cb2929ce_nohash_4.wav
-618.02905,80.43599,-2.0549111,0.40580636,-2.4064932,-2.851336,4.3999166,2.2389352,-1.0043418,6.8340263,-1.3236185,-0.550854,0.7607623,153.74852,71.88923,23.935715,12.42343,16.684277,11.655337,10.151745,7.716257,7.6110353,11.859188,5.500188,4.9175315,9.787475,up,C:\Projects\Audio_ML project\data\raw\up\b97c9f77_nohash_1.wav
-581.64514,68.81436,-5.5924034,-19.934935,-4.5697165,-8.547526,-11.544506,-3.2471693,-12.339677,4.5695715,-8.062543,-7.2025023,-4.240813,187.44444,82.69697,26.056261,25.426886,15.94388,14.17894,18.146204,7.2632046,16.7422,12.253688,10.23181,9.640947,9.083856,go,C:\Projects\Audio_ML project\data\raw\go\a3502f15_nohash_0.wav
-575.5735,122.8174,36.08272,25.644024,-2.958875,10.751562,13.597083,4.924461,-3.411249,-7.46235,-8.000929,-2.9562984,-4.837423,134.68057,70.86296,34.130016,25.846172,31.16207,16.410656,12.672275,11.421969,13.120996,17.931206,8.651926,6.8294573,9.788116,go,C:\Projects\Audio_ML project\data\raw\go\471a0925_nohash_4.wav
-603.7349,65.794174,-1.5244099,-1.7931548,-4.9761047,6.5068674,2.9996624,-1.4954878,-4.8815503,4.7067084,2.437856,-2.0823143,-4.050897,185.01549,82.74845,25.486418,12.706536,15.785138,11.720277,10.860997,11.148542,11.137391,9.483136,8.829065,9.244619,7.4739914,up,C:\Projects\Audio_ML project\data\raw\up\4422e51d_nohash_0.wav
-593.07574,58.338326,-4.4403048,9.953911,-17.415077,-3.7551632,4.3593016,-8.14438,-4.802487,-4.6637993,0.2824509,-4.039005,-5.0279884,203.6929,76.37229,22.714708,15.900064,27.860674,11.027284,9.975796,13.772293,12.451678,10.072733,10.524401,6.597724,8.028909,go,C:\Projects\Audio_ML project\data\raw\go\7bf801d1_nohash_1.wav
-646.4596,55.87256,-5.7265964,12.133238,-6.1523614,7.4976726,-7.676766,9.1932,1.1745303,7.7395763,-9.4965315,2.879491,-10.323518,198.92598,53.866306,29.199394,21.810162,21.083086,14.627823,13.848613,12.26677,11.00797,10.279876,10.358838,8.31985,10.550715,yes,C:\Projects\Audio_ML project\data\raw\yes\e48a80ed_nohash_2.wav
-559.6609,27.203997,-8.815734,16.33555,-17.051655,2.1024697,-17.16974,13.444774,-9.612485,2.809503,-7.4068646,9.08645,-4.724545,217.60791,58.05945,25.303276,31.800423,20.61314,15.125159,20.99722,16.991554,12.316962,14.330715,10.880316,11.9327965,7.5784006,yes,C:\Projects\Audio_ML project\data\raw\yes\ce9410da_nohash_0.wav
-685.1286,30.733383,-2.4112194,-8.037823,-14.086208,3.0150845,-6.269631,-1.8736656,-7.695431,4.1917233,-5.7707553,-3.1455379,-2.6879492,189.31943,53.805626,12.086868,14.977536,26.194372,7.9546585,11.990787,6.5097485,13.27356,8.5710125,10.128741,9.330972,6.823875,up,C:\Projects\Audio_ML project\data\raw\up\58df33b5_nohash_0.wav
-686.52246,-12.887571,3.1472635,17.073416,-11.467599,-5.1046777,-27.455986,6.171892,-7.260614,-1.2611759,-2.2964835,5.4369125,-1.6210767,195.3086,63.308445,28.939785,36.251152,21.55177,21.675907,32.89592,9.275629,13.558362,10.568025,9.214188,10.341254,6.0955896,yes,C:\Projects\Audio_ML project\data\raw\yes\1ecfb537_nohash_2.wav
-797.17395,57.70619,-20.004192,-15.117883,-13.821813,7.11462,-4.2640553,-9.835695,-3.0699713,1.9596314,-7.542758,-6.354966,2.0166125,169.5507,87.33861,34.092472,25.146097,21.45133,13.141819,12.985176,15.696828,9.01967,5.249524,12.2373705,10.597403,11.133686,stop,C:\Projects\Audio_ML project\data\raw\stop\81dc4a94_nohash_0.wav
-683.00116,21.008762,-10.04157,-4.390157,-8.80745,3.0609756,-7.0634623,-4.48733,0.7986875,-3.0144963,-3.786392,-4.5656977,-4.960055,148.36992,43.135033,24.04692,12.570843,19.738646,7.593935,14.984902,9.11182,4.1333127,7.1847434,9.582853,9.588084,11.814348,up,C:\Projects\Audio_ML project\data\raw\up\4a4e28f1_nohash_1.wav
-575.0624,7.7716346,-4.669181,18.689035,-20.560186,-6.411918,-17.98009,-0.50258046,-11.897561,-3.567738,-7.7671604,5.751139,-1.9241798,239.20976,45.049774,30.895685,47.761837,27.10038,11.696988,23.011429,6.568275,15.2884865,12.939118,10.915318,10.425776,7.60122,yes,C:\Projects\Audio_ML project\data\raw\yes\28ce0c58_nohash_1.wav
-576.25507,58.876495,-6.5059114,15.632102,-9.798287,7.4390492,-6.9828405,5.7515345,-5.377785,8.416397,-2.3181975,10.256027,-3.0836596,122.64853,33.26537,18.165323,14.956363,17.410036,12.472548,10.390964,11.847731,9.970628,8.951678,10.900008,8.168765,9.186252,go,C:\Projects\Audio_ML project\data\raw\go\44b5720d_nohash_0.wav
-482.18326,54.34363,-22.861044,-5.2224545,-24.866098,-1.3422505,-10.889616,-5.320662,-5.993859,2.240328,-3.461308,-7.680016,-3.3282855,203.06842,65.57807,33.70762,11.41422,33.54675,6.695897,16.588074,8.579946,8.045004,9.775099,7.2136455,11.346206,9.539161,go,C:\Projects\Audio_ML project\data\raw\go\5ba724a7_nohash_0.wav
-510.0187,43.409767,28.593739,1.7835786,14.078286,-9.055286,-6.115058,9.082783,-11.224459,2.698477,-5.6139884,1.1544291,-3.8042922,191.18465,54.03999,38.72498,34.453312,17.683392,15.498532,13.882893,9.82411,11.916487,10.289678,10.292886,6.0930715,6.775084,yes,C:\Projects\Audio_ML project\data\raw\yes\9aa21fa9_nohash_2.wav
-615.87146,74.12825,-19.909838,-1.7489758,-20.230968,-15.711938,-7.3256845,-12.832986,-4.194338,-9.728185,-4.63901,-0.33445668,-11.834988,168.45294,85.38686,47.604828,17.723293,26.156797,19.881584,18.087461,18.053558,13.21206,16.436531,7.3967485,8.812412,15.367961,go,C:\Projects\Audio_ML project\data\raw\go\01d22d03_nohash_1.wav
-690.37604,53.355484,-24.826996,-8.939729,4.407029,0.3287282,3.7003195,-1.0586193,0.45325845,4.5577993,-5.8967156,0.20071076,-3.545286,175.37338,78.280556,44.43614,17.13845,8.891002,13.437757,9.54615,7.37009,4.8124495,8.070221,10.949577,5.76123,7.433124,stop,C:\Projects\Audio_ML project\data\raw\stop\4fd4d073_nohash_0.wav
-711.8638,60.311905,-1.6702483,-10.438369,-13.301801,-5.940402,-5.0290537,-7.5542846,-7.7314544,-2.562469,0.6044739,-6.037468,-6.8805513,181.58249,73.89793,29.395565,17.899176,19.920708,12.668863,11.388711,13.013452,11.545747,6.598438,9.236986,10.2802305,12.297872,go,C:\Projects\Audio_ML project\data\raw\go\5ac04a92_nohash_0.wav
-674.1571,42.376423,-12.636229,0.7107652,-17.214828,-0.978259,-3.1921437,-2.070315,-0.74461496,4.70474,-1.5884838,2.186405,-2.1519122,239.84225,47.749348,23.91185,16.701653,25.418324,7.301678,10.332975,8.065009,5.248783,7.2683396,6.1928763,7.057792,6.587977,no,C:\Projects\Audio_ML project\data\raw\no\5efb758c_nohash_1.wav
-664.8951,89.341034,6.970695,-2.9426372,-15.638955,3.697177,-24.797056,-4.325766,-11.760645,4.7765155,-12.507024,-14.106556,-2.6901972,173.39622,80.443474,30.212305,25.194138,19.120096,13.533548,25.525593,9.965406,15.671311,9.051648,14.058239,15.4247265,8.178126,no,C:\Projects\Audio_ML project\data\raw\no\6a27a9bf_nohash_0.wav
-649.8631,69.084465,4.607665,14.899889,2.5984266,12.571496,-0.50734675,10.237605,0.8464248,11.2377405,-3.7160337,3.4729943,-1.3365043,124.64617,33.911755,22.474092,20.050093,12.516538,8.470938,7.6319504,7.3288927,6.719436,9.875563,12.049959,10.759346,6.2062726,up,C:\Projects\Audio_ML project\data\raw\up\31e686d2_nohash_0.wav
-607.2192,134.34479,29.637154,-13.427241,-17.21923,-11.306847,5.8751416,12.351026,1.7093475,1.6236081,5.89914,-1.9652792,-6.987004,138.82042,120.508224,36.853672,32.11615,30.794212,24.108997,18.79113,10.010136,17.337751,11.087332,16.756954,12.230203,15.180668,go,C:\Projects\Audio_ML project\data\raw\go\61e50f62_nohash_0.wav
-485.96332,6.7012143,-1.4475013,23.311937,-19.904068,-2.411767,-18.447708,15.647758,-18.871834,2.1513817,-15.270331,8.994122,3.408236,198.41052,33.49841,28.122742,31.473415,32.00009,11.8027115,21.14959,18.751587,19.465206,8.755851,17.048344,13.008968,8.439597,yes,C:\Projects\Audio_ML project\data\raw\yes\434a267c_nohash_0.wav
-570.50024,75.39351,-12.547175,5.153097,-1.3089492,-3.3752263,-5.260729,-0.7872621,-3.3211093,-2.1475043,2.93098,-1.3674201,-4.557897,216.9976,83.728584,29.032215,12.317501,16.431616,8.333186,9.379171,8.126647,6.4093704,8.116003,13.439183,5.8887296,7.8812714,up,C:\Projects\Audio_ML project\data\raw\up\9aa21fa9_nohash_2.wav
-719.1987,78.11103,2.2342062,9.220567,0.22518231,20.874899,-4.4482474,14.069612,0.15811871,3.556464,-9.00403,5.0828276,1.6261064,176.30664,53.072445,31.309654,11.662493,14.569415,13.549982,12.313714,8.974662,8.069817,9.810263,12.638385,9.218634,8.790472,stop,C:\Projects\Audio_ML project\data\raw\stop\dca6b373_nohash_1.wav
-462.34552,21.31572,-13.400316,-1.7956938,-15.313661,4.3367696,-5.266181,-0.269829,-5.5603743,4.960282,-7.1923943,-3.374148,-10.457645,224.18506,68.691956,33.49837,8.629289,21.983946,9.215739,16.713976,8.274897,10.479325,9.867176,8.884682,8.725357,11.991997,stop,C:\Projects\Audio_ML project\data\raw\stop\7e4fa1d8_nohash_0.wav
-633.8843,57.654877,13.280946,-4.6321845,-0.6499823,10.91644,-1.7354198,11.653487,-7.916452,7.892768,0.10160861,-0.57645,1.6637319,198.37123,89.17319,28.294277,17.225428,21.071905,12.626231,11.147239,14.057939,13.394716,9.4299345,4.182817,7.3388042,5.1500545,stop,C:\Projects\Audio_ML project\data\raw\stop\652b3da7_nohash_0.wav
-475.8569,102.65768,5.7402253,38.807823,-29.02525,-21.314396,-9.325403,-14.977297,-15.420184,-5.414616,-4.702878,0.8225084,-6.5485578,132.84508,72.84458,20.759914,25.821123,27.58097,22.541498,29.246414,12.201347,16.250097,12.1964245,12.088406,9.871426,18.723707,no,C:\Projects\Audio_ML project\data\raw\no\28e47b1a_nohash_3.wav
-635.8253,0.17729236,15.577847,19.980103,-13.4104805,-13.576501,-3.3317528,-12.132949,-3.2750845,-5.7945952,-8.699858,2.4956563,-4.1809244,197.23338,65.63968,26.877058,30.39523,21.35434,19.450201,7.2387915,13.236407,5.6508455,9.506933,10.039495,6.4384947,6.506547,yes,C:\Projects\Audio_ML project\data\raw\yes\735845ab_nohash_0.wav
-685.7729,42.61015,-22.342175,-1.761098,-7.801074,-2.1343415,0.7495053,-4.618551,-0.2767959,-0.9805575,-5.490813,-2.3634374,-0.54726434,171.80313,73.47593,50.571518,17.651306,19.012554,9.487118,9.026146,10.595065,5.515013,4.105445,10.809736,7.0148582,3.8531687,stop,C:\Projects\Audio_ML project\data\raw\stop\3aa6f4e2_nohash_1.wav
-513.0671,85.20253,4.93254,28.260017,1.367822,-2.484939,4.396822,-0.7615098,-0.126522,-1.9131651,-1.7383686,-4.644187,-11.286544,170.17087,76.33172,22.7365,31.843225,17.517115,11.544507,25.455256,13.083192,22.233387,12.490339,8.761435,14.4253435,14.88575,no,C:\Projects\Audio_ML project\data\raw\no\c634a189_nohash_2.wav
-515.16187,45.551323,-8.540353,7.8970065,-16.663828,-0.1491156,-3.501394,3.8135931,-7.3723726,-3.6378276,-1.2735255,0.7472575,-0.8462496,214.59389,60.47797,24.55679,18.901653,25.197758,8.116966,15.773981,12.201218,11.610644,7.7870345,9.102664,9.463416,6.0275846,go,C:\Projects\Audio_ML project\data\raw\go\434a267c_nohash_0.wav
-511.05643,42.148266,-12.515416,1.3508195,-15.015684,-10.44551,-9.583299,-9.933565,0.7292955,1.821976,-3.897853,-5.059773,-6.3395553,206.79575,56.742825,25.264446,26.635721,20.276522,15.246144,16.641497,14.543444,13.203884,10.0617485,9.273039,10.362676,9.697789,no,C:\Projects\Audio_ML project\data\raw\no\86f12ac0_nohash_1.wav
-681.09607,30.184788,-4.399511,1.363451,-14.964032,3.5238245,-11.855517,-3.2589393,-9.299603,0.88385105,-8.151296,-5.573502,-2.4375732,223.99489,66.52002,34.11655,9.102875,23.02028,9.797291,14.952866,8.859865,11.933274,6.707658,10.932506,9.35154,4.858413,stop,C:\Projects\Audio_ML project\data\raw\stop\58df33b5_nohash_0.wav
-718.71106,56.770992,-24.61739,-14.588411,-4.417016,-4.9687386,-5.644164,-2.0357656,-1.2179915,-1.305651,-7.7224503,-6.1929035,-2.068243,163.83743,93.82109,50.83811,26.97984,9.258589,16.721533,18.800068,8.734758,8.765961,7.2276893,14.762066,11.793718,7.7114964,stop,C:\Projects\Audio_ML project\data\raw\stop\48bdc11c_nohash_0.wav
-747.87994,26.080645,-2.2716687,0.7160333,-7.7987056,-4.3725452,-3.6692028,1.483096,-4.0899177,-0.10581477,1.6681161,0.83686274,-1.2769451,139.81728,55.35221,18.33587,6.2764955,17.742304,9.396705,8.956892,6.108017,9.947304,3.5686305,6.1472793,3.285866,4.115862,up,C:\Projects\Audio_ML project\data\raw\up\1ecfb537_nohash_2.wav
-565.79877,41.997627,-32.261974,-14.62066,-12.250851,-6.9613385,1.2365218,-0.12609358,-8.121144,3.9780405,-8.817178,-4.9349637,-7.4878044,239.53748,58.95002,41.380836,20.88054,15.96864,9.867796,9.693836,3.1327486,11.761792,6.814854,12.243037,8.604302,9.454249,stop,C:\Projects\Audio_ML project\data\raw\stop\11321027_nohash_0.wav
-753.2342,63.038853,-3.6652505,-0.28446954,-12.577698,-8.400111,-12.095071,-2.037226,-5.322653,0.3894357,-5.1497426,-3.7904937,-4.717767,169.17099,69.867615,14.8014,16.394878,17.607025,14.163543,15.339907,6.591401,12.6251335,6.386739,8.376747,7.4596634,6.640326,no,C:\Projects\Audio_ML project\data\raw\no\50f55535_nohash_0.wav
-461.54443,120.51928,-11.010053,10.372891,-19.812725,-4.29895,-11.714933,-1.4213874,-1.130793,0.3643621,-2.63015,-11.08649,-3.8017182,141.00433,72.93197,28.666796,18.27761,25.506033,16.367325,12.28717,14.644619,8.348072,13.728413,9.034441,17.432695,17.098318,go,C:\Projects\Audio_ML project\data\raw\go\56eb74ae_nohash_0.wav
-600.23486,38.395645,15.091558,-2.628324,1.0920584,-6.6493964,-9.821016,12.649979,-11.146533,5.0165915,-18.732677,4.3291025,-10.328269,124.79637,51.3349,43.183113,16.451021,20.24359,23.614437,8.557175,14.318319,11.124751,10.141908,14.574399,8.688416,9.321251,yes,C:\Projects\Audio_ML project\data\raw\yes\50f55535_nohash_0.wav
-382.01483,151.62126,-2.7777448,25.4364,1.69406,-8.656877,-1.6970371,2.8632793,-5.64422,-8.942626,-6.9416614,-6.9913583,-10.516394,173.9395,70.362144,40.212933,31.670519,27.086187,14.086212,11.72884,13.315192,16.322485,12.701824,9.63879,11.972701,11.563135,no,C:\Projects\Audio_ML project\data\raw\no\229978fd_nohash_1.wav
-675.2852,32.683365,-6.834986,-4.3009834,-9.992139,0.9705341,-0.9630643,-1.4406961,-2.4900236,3.9669657,0.7681458,-2.456168,-4.590054,160.12865,61.936474,18.809807,11.252468,21.412516,5.513751,5.122623,3.742241,6.382443,9.110195,4.436339,5.431741,8.946854,up,C:\Projects\Audio_ML project\data\raw\up\b5552931_nohash_3.wav
-602.06854,39.83001,1.3917974,-4.4066854,-14.723543,3.2560227,-5.5202703,0.7192429,-7.3009143,4.5421042,3.1811352,-3.0843954,0.35684064,197.63957,67.796364,16.654408,8.364729,25.085321,7.0241804,12.789536,6.2575235,12.617542,8.118451,7.797003,7.970422,5.474389,stop,C:\Projects\Audio_ML project\data\raw\stop\c120e80e_nohash_6.wav
-580.97516,77.48307,-22.171362,7.3806667,-13.751918,-9.92033,-8.39678,-8.135471,1.1630381,6.378481,-6.50261,-4.707686,-3.0882404,176.0221,79.74766,24.302614,14.993358,24.196543,15.7627125,12.777763,10.30402,9.995082,9.778882,9.598279,8.926351,7.6390176,no,C:\Projects\Audio_ML project\data\raw\no\6d1dcca6_nohash_0.wav
-441.05032,47.42572,1.480778,-6.94808,-5.811321,-5.4986806,-9.314872,3.2745974,-5.3899264,2.934345,-4.6501484,1.223252,-0.13879551,184.07658,64.20002,13.70689,17.117083,12.97143,11.394411,14.081862,14.606861,10.176594,5.2839484,8.255316,5.7288566,3.927384,yes,C:\Projects\Audio_ML project\data\raw\yes\a13e0a74_nohash_0.wav
-395.95413,105.10538,12.752038,37.00295,-4.2898765,20.134691,5.2010884,21.572996,7.9506593,14.220088,8.08571,8.601347,8.40388,118.12503,39.46399,34.811573,19.167976,27.150637,12.447741,11.661049,11.233892,10.574444,7.687164,10.299711,14.576596,6.6058273,no,C:\Projects\Audio_ML project\data\raw\no\ee4a907f_nohash_0.wav
-624.66394,1.0667344,9.592757,18.061167,-10.9636545,1.5977521,-14.590846,4.9874616,-10.380114,8.576137,-6.993118,3.6754553,-2.5327241,184.30951,69.37457,36.057976,42.08287,20.601889,34.875458,20.754423,10.28185,13.232393,11.62062,10.293843,7.8320165,6.0784082,yes,C:\Projects\Audio_ML project\data\raw\yes\3389305e_nohash_1.wav
-488.26077,77.23382,22.660608,34.382275,-3.8829305,1.5697361,-3.6841512,-2.1570742,-4.0052853,-7.428685,-7.6841683,-3.4397335,-5.5566773,144.53258,86.26842,27.9305,43.28533,19.280272,13.04421,11.401313,12.487629,6.8302402,11.565842,7.7341785,6.0046196,7.498506,yes,C:\Projects\Audio_ML project\data\raw\yes\229978fd_nohash_1.wav
-691.9892,47.62646,24.80192,14.290673,15.778646,11.419049,10.088447,9.5999775,7.8456836,7.682473,2.6115386,7.5595074,3.7239423,10.598521,8.376082,7.7105556,7.593631,6.976457,7.956076,9.515295,7.6368527,7.359017,7.4581785,8.511469,6.6175246,7.053668,stop,C:\Projects\Audio_ML project\data\raw\stop\b87bdb22_nohash_0.wav
-651.6842,8.214335,-4.276643,14.05668,-9.563082,-5.2580433,-10.109787,2.6576355,-2.4080606,-2.329536,-6.122242,3.4688408,-5.642754,204.5592,26.229078,17.608034,30.070564,17.861542,11.306341,18.06379,10.540951,8.790411,10.539929,11.587792,7.944113,10.155216,yes,C:\Projects\Audio_ML project\data\raw\yes\baf01c1f_nohash_0.wav
-728.0937,3.771203,-0.99245256,2.4021366,-22.317154,-4.9532375,-10.966324,6.687347,-4.2408104,1.451653,-2.5851808,5.693886,-2.2530456,173.70534,79.654884,22.03813,17.951136,31.936789,13.140461,18.747704,13.632328,10.4690275,5.3422003,7.8077264,9.994675,6.9812202,stop,C:\Projects\Audio_ML project\data\raw\stop\1ecfb537_nohash_2.wav
-686.4934,29.442312,-1.6150509,2.1519792,-3.272678,0.77743554,2.682451,2.3176167,-2.1841218,3.4690127,-1.6276996,5.040109,-3.4559817,186.00587,47.88969,10.61281,5.918154,16.28853,6.9840584,9.634816,6.481314,5.021086,7.101026,8.731341,11.40565,11.359695,up,C:\Projects\Audio_ML project\data\raw\up\c6ee87a7_nohash_3.wav
-592.92676,20.782433,6.5333667,17.721315,-7.744474,10.029894,-11.262245,0.32977846,3.2485387,0.6644387,-6.743135,-1.3205569,-6.343638,214.39574,57.27039,32.864815,42.391193,13.189357,17.520103,19.447638,14.251509,8.355809,11.394204,9.928782,5.527109,8.985533,yes,C:\Projects\Audio_ML project\data\raw\yes\f33660af_nohash_0.wav
-540.506,45.291935,-29.087704,-5.216109,-13.988313,1.2602546,-5.8738723,-2.9242334,-0.09351791,2.2105117,-3.7989886,-9.42737,-0.96521044,186.41124,68.13085,47.96371,15.843292,22.292202,7.8378587,13.36253,8.88817,5.4071536,5.720918,6.6918,14.882931,4.857438,stop,C:\Projects\Audio_ML project\data\raw\stop\8c4854bc_nohash_0.wav
-704.64185,49.24077,-11.414964,-4.578312,-8.863803,-3.2567642,-6.9367847,0.7237098,-13.539438,0.4552211,-14.261279,-6.7602754,-4.928205,207.40355,80.54259,25.044369,12.675888,17.033031,8.537992,11.814336,8.624465,13.523984,7.7419977,13.222853,8.88265,7.6252995,stop,C:\Projects\Audio_ML project\data\raw\stop\b93528e3_nohash_2.wav
-576.66003,46.87476,2.1087801,6.895938,-10.616224,-10.489046,-6.4750056,-2.805161,-2.8129659,-3.087411,-5.5473924,0.06305147,-5.8020115,144.06616,72.39158,29.085617,24.952744,19.072346,21.094484,11.128688,9.827185,9.801028,8.090611,9.341426,6.745366,9.612951,yes,C:\Projects\Audio_ML project\data\raw\yes\325a0c39_nohash_0.wav
